Dataset,Fold,Rep,Conf,Error
energyCooling,4,5,1,2.6155994191976197
energyCooling,0,0,2,3.6676353790977343
energyCooling,0,1,2,2.751870796587792
energyCooling,0,2,2,3.726198947388823
energyCooling,0,3,2,3.0154759835802714
energyCooling,0,4,2,2.363758564772823
energyCooling,0,5,2,3.1577381323876277
energyCooling,1,0,2,3.1672199786282262
energyCooling,1,1,2,3.052886167480894
energyCooling,1,2,2,2.246561252852873
energyCooling,1,3,2,2.4896581284914077
energyCooling,1,4,2,2.7116928302847993
energyCooling,1,5,2,2.058807615022801
energyCooling,2,0,2,2.035818755255446
energyCooling,2,1,2,3.2643147556761787
energyCooling,2,2,2,3.3828658556565334
energyCooling,2,3,2,3.35966453369506
energyCooling,2,4,2,2.678051469120163
energyCooling,2,5,2,3.4625773463513627
energyCooling,3,0,2,3.7467325498549693
energyCooling,3,1,2,2.4805329248619916
energyCooling,3,2,2,2.283918595139774
energyCooling,3,3,2,3.674426590933099
energyCooling,3,4,2,3.3847523900866485
energyCooling,3,5,2,2.4264194311620946
energyCooling,4,0,2,1.8535902936338025
energyCooling,4,1,2,2.9167843018520663
energyCooling,4,2,2,3.6627257068137564
energyCooling,4,3,2,3.8169149252170054
energyCooling,4,4,2,3.688512496432571
energyCooling,4,5,2,3.587230466081038
energyCooling,0,0,3,3.040554221300574
energyCooling,0,1,3,3.442965017112855
energyCooling,0,2,3,2.5711271616304856
energyCooling,0,3,3,3.3105844634870993
energyCooling,0,4,3,3.4229932005189005
energyCooling,0,5,3,2.085487981608001
energyCooling,1,0,3,3.4984377808071723
energyCooling,1,1,3,2.0685540734194787
energyCooling,1,2,3,2.502991220053136
energyCooling,1,3,3,2.3763333024542908
energyCooling,1,4,3,3.229165784682708
energyCooling,1,5,3,3.2260189522054774
energyCooling,2,0,3,1.8733209964389246
energyCooling,2,1,3,3.5068967818676238
energyCooling,2,2,3,1.7190429320990408
energyCooling,2,3,3,2.7158017054490564
energyCooling,2,4,3,2.737117513985725
energyCooling,2,5,3,2.393513044650786
energyCooling,3,0,3,2.810510496928981
energyCooling,3,1,3,2.095836022273804
energyCooling,3,2,3,2.3467383054011925
energyCooling,3,3,3,2.3277694471572614
energyCooling,3,4,3,2.5998449033824524
energyCooling,3,5,3,2.6939088575229793
energyCooling,4,0,3,2.2477837819906656
energyCooling,4,1,3,2.4535067375781727
energyCooling,4,2,3,1.8710414734608845
energyCooling,4,3,3,2.136594252908324
energyCooling,4,4,3,2.2717753803943124
energyCooling,4,5,3,3.046579015795077
energyCooling,0,0,4,1.9625463324597485
energyCooling,0,1,4,2.0094913997606128
energyCooling,0,2,4,3.650215576341397
energyCooling,0,3,4,6.01510695266688
energyCooling,0,4,4,2.539539168602545
energyCooling,0,5,4,2.8373597549254352
energyCooling,1,0,4,3.616619263523647
energyCooling,1,1,4,2.185866835234111
energyCooling,1,2,4,1.9723000868841774
energyCooling,1,3,4,2.05798922607383
energyCooling,1,4,4,3.1602001737645753
energyCooling,1,5,4,2.813188692390204
energyCooling,2,0,4,2.1034224105708836
energyCooling,2,1,4,2.372242442799784
energyCooling,2,2,4,1.6353324484707237
energyCooling,2,3,4,3.4185756846008992
energyCooling,2,4,4,2.7577424747559576
energyCooling,2,5,4,2.545969577856738
energyCooling,3,0,4,1.8428024390567557
energyCooling,3,1,4,3.308180735061623
energyCooling,3,2,4,2.1209620234060482
energyCooling,3,3,4,2.2153365565577845
energyCooling,3,4,4,2.437826020075465
energyCooling,3,5,4,2.5074538767079573
energyCooling,4,0,4,2.0713250605404454
energyCooling,4,1,4,2.3032215665948574
energyCooling,4,2,4,2.029207948063572
energyCooling,4,3,4,2.8887536711504005
energyCooling,4,4,4,2.016593327377137
energyCooling,4,5,4,3.306416134051858
energyCooling,0,0,5,2.2758706366376034
energyCooling,0,1,5,2.188720172964312
energyCooling,0,2,5,2.280325142862017
energyCooling,0,3,5,2.2913185868374653
energyCooling,0,4,5,2.2360757012638395
energyCooling,0,5,5,2.604276262188526
energyCooling,1,0,5,1.911679460920538
energyCooling,1,1,5,1.872813278395225
energyCooling,1,2,5,4.747334578276253
energyCooling,1,3,5,1.781004308762339
energyCooling,1,4,5,2.0404333605308222
energyCooling,1,5,5,2.079628095147887
energyCooling,2,0,5,2.0415080559367977
energyCooling,2,1,5,2.0462015936989357
energyCooling,2,2,5,1.6925127695335143
energyCooling,2,3,5,2.055465384874841
energyCooling,2,4,5,2.302861298036353
energyCooling,2,5,5,1.7825721550232756
energyCooling,3,0,5,2.2116163607741246
energyCooling,3,1,5,3.476746180185698
energyCooling,3,2,5,2.0013630501767246
energyCooling,3,3,5,1.854096056490869
energyCooling,3,4,5,2.1721511925165946
energyCooling,3,5,5,2.775281826813885
energyCooling,4,0,5,2.0937322255791444
energyCooling,4,1,5,2.208757557322316
energyCooling,4,2,5,2.8528851107675237
energyCooling,4,3,5,1.9353607658352345
energyCooling,4,4,5,2.358693895827511
energyCooling,4,5,5,2.364746485005786
energyCooling,0,0,6,2.508620052585054
energyCooling,0,1,6,2.9138015529073544
energyCooling,0,2,6,2.1405265980410526
energyCooling,0,3,6,1.9651759890240406
energyCooling,0,4,6,2.350271305711505
energyCooling,0,5,6,2.069355261693476
energyCooling,1,0,6,1.9893924275048538
energyCooling,1,1,6,2.13463833049715
energyCooling,1,2,6,3.640642960743312
energyCooling,1,3,6,2.420151725951262
energyCooling,1,4,6,1.9230996148987236
energyCooling,1,5,6,2.120752751673439
energyCooling,2,0,6,1.6613228318619613
energyCooling,2,1,6,1.9453555668784197
energyCooling,2,2,6,2.036711065789804
energyCooling,2,3,6,2.376659755164068
energyCooling,2,4,6,2.316498661715171
energyCooling,2,5,6,1.7471204882559632
energyCooling,3,0,6,2.1599891684198638
energyCooling,3,1,6,2.7712538079611746
energyCooling,3,2,6,1.8164753214125573
energyCooling,3,3,6,1.8991223061238223
energyCooling,3,4,6,2.5580564080393007
energyCooling,3,5,6,2.9761839877913867
energyCooling,4,0,6,2.2297026819041026
energyCooling,4,1,6,1.8316019376900057
energyCooling,4,2,6,2.4252696294256917
energyCooling,4,3,6,1.9046760124613875
energyCooling,4,4,6,1.7948009685146726
energyCooling,4,5,6,2.015914715934773
energyCooling,0,0,7,2.5422349829237274
energyCooling,0,1,7,3.261169996189785
energyCooling,0,2,7,2.2752538468933285
energyCooling,0,3,7,3.8619219358108303
energyCooling,0,4,7,2.546772671904205
energyCooling,0,5,7,10.208166689276524
energyCooling,1,0,7,3.437316420723116
energyCooling,1,1,7,4.4008142606964125
energyCooling,1,2,7,3.7109145344066223
energyCooling,1,3,7,2.0919354120609412
energyCooling,1,4,7,3.632671345222727
energyCooling,1,5,7,2.868940715041337
energyCooling,2,0,7,3.0442284869327008
energyCooling,2,1,7,3.478598210549208
energyCooling,2,2,7,3.142805287123192
energyCooling,2,3,7,3.8035231760736674
energyCooling,2,4,7,3.3848359687259837
energyCooling,2,5,7,2.9520549747476994
energyCooling,3,0,7,3.181472945246331
energyCooling,3,1,7,3.16437077006333
energyCooling,3,2,7,2.455576367216409
energyCooling,3,3,7,2.8268096921316648
energyCooling,3,4,7,2.952646180076728
energyCooling,3,5,7,3.157162955173268
energyCooling,4,0,7,2.630589688333039
energyCooling,4,1,7,3.725540464783658
energyCooling,4,2,7,3.8397569394371267
energyCooling,4,3,7,2.795610420217974
energyCooling,4,4,7,3.1586362874932123
energyCooling,4,5,7,2.301601555336467
energyCooling,0,0,8,2.545687091217321
energyCooling,0,1,8,3.371269180814579
energyCooling,0,2,8,3.646228592040616
energyCooling,0,3,8,3.5184651357109695
energyCooling,0,4,8,2.4289166982976638
energyCooling,0,5,8,3.103408807329937
energyCooling,1,0,8,1.9912496038759584
energyCooling,1,1,8,3.0830124811701403
energyCooling,1,2,8,3.8858117111726775
energyCooling,1,3,8,3.7483179633915937
energyCooling,1,4,8,2.6259017659012374
energyCooling,1,5,8,3.1818296570020603
energyCooling,2,0,8,2.496177885066865
energyCooling,2,1,8,3.8723057027712837
energyCooling,2,2,8,2.9947915401371716
energyCooling,2,3,8,2.9495872242968004
energyCooling,2,4,8,2.9968072766956806
energyCooling,2,5,8,2.8151619262061187
energyCooling,3,0,8,3.459763727183544
energyCooling,3,1,8,3.197692799279772
energyCooling,3,2,8,2.5401550359905856
energyCooling,3,3,8,3.0068338673127486
energyCooling,3,4,8,3.432223859045172
energyCooling,3,5,8,2.8350324847190365
energyCooling,4,0,8,3.5948871576503243
energyCooling,4,1,8,2.7987562445724063
energyCooling,4,2,8,2.9784838198602985
energyCooling,4,3,8,2.5195493884434
energyCooling,4,4,8,4.132583041951489
energyCooling,4,5,8,2.3305052790528626
energyCooling,0,0,9,3.147947454453512
energyCooling,0,1,9,4.169900337311127
energyCooling,0,2,9,3.1880498585815875
energyCooling,0,3,9,2.750340934457278
energyCooling,0,4,9,2.725703091580739
energyCooling,0,5,9,2.09438745238088
energyCooling,1,0,9,3.485643881000975
energyCooling,1,1,9,2.37046838766983
energyCooling,1,2,9,2.133380968251151
energyCooling,1,3,9,2.1919712685833574
energyCooling,1,4,9,2.433449651395132
energyCooling,1,5,9,2.1749220003624683
energyCooling,2,0,9,1.901032625237111
energyCooling,2,1,9,2.3898446184410327
energyCooling,2,2,9,2.3509265607540692
energyCooling,2,3,9,3.0482554915325673
energyCooling,2,4,9,2.1536417252405275
energyCooling,2,5,9,2.3822174723086835
energyCooling,3,0,9,2.915363775740253
energyCooling,3,1,9,2.934318330390764
energyCooling,3,2,9,3.1223208746957294
energyCooling,3,3,9,3.3740762405948526
energyCooling,3,4,9,3.522065694622772
energyCooling,3,5,9,2.6374663594740437
energyCooling,4,0,9,2.0571290327981386
energyCooling,4,1,9,2.96311129882277
energyCooling,4,2,9,3.1838416246158876
energyCooling,4,3,9,2.1897463784824334
energyCooling,4,4,9,2.8973146472610356
energyCooling,4,5,9,2.5051051963852
energyCooling,0,0,10,2.2528150548172614
energyCooling,0,1,10,2.727237815303909
energyCooling,0,2,10,2.39719324688186
energyCooling,0,3,10,2.2409229944933045
energyCooling,0,4,10,3.381222622030871
energyCooling,0,5,10,3.239845373419597
energyCooling,1,0,10,2.52633159166982
energyCooling,1,1,10,2.5983691649839735
energyCooling,1,2,10,2.5163814800722752
energyCooling,1,3,10,2.2167298324473337
energyCooling,1,4,10,3.191209933965923
energyCooling,1,5,10,2.1830940764365927
energyCooling,2,0,10,3.3365636287051594
energyCooling,2,1,10,2.5727334291450186
energyCooling,2,2,10,2.076079246950511
energyCooling,2,3,10,2.5272159952681914
energyCooling,2,4,10,3.116128749321776
energyCooling,2,5,10,1.8152647087885845
energyCooling,3,0,10,2.248959378468748
energyCooling,3,1,10,2.144247956668109
energyCooling,3,2,10,3.4589655331492275
energyCooling,3,3,10,2.545962382734011
energyCooling,3,4,10,3.368571253061896
energyCooling,3,5,10,2.066200892721457
energyCooling,4,0,10,3.2074633498677567
energyCooling,4,1,10,1.9486933922428207
energyCooling,4,2,10,3.289768239902524
energyCooling,4,3,10,2.7180943458121423
energyCooling,4,4,10,2.2339257273647264
energyCooling,4,5,10,2.047822840359816
energyCooling,0,0,11,1.9304678194520848
energyCooling,0,1,11,2.386933508386281
energyCooling,0,2,11,2.5704598030797614
energyCooling,0,3,11,2.1688985340514773
energyCooling,0,4,11,2.087142336045946
energyCooling,0,5,11,2.871513376006324
energyCooling,1,0,11,2.372685720121389
energyCooling,1,1,11,2.2044723700359983
energyCooling,1,2,11,2.049849762459505
energyCooling,1,3,11,3.0996832432394577
energyCooling,1,4,11,2.803152198990023
energyCooling,1,5,11,1.9195165394826372
energyCooling,2,0,11,2.278107448671247
energyCooling,2,1,11,2.7190856068902796
energyCooling,2,2,11,3.263178591631579
energyCooling,2,3,11,1.7955134406412434
energyCooling,2,4,11,2.9012186787678576
energyCooling,2,5,11,2.031449271598559
energyCooling,3,0,11,2.5138692669172347
energyCooling,3,1,11,2.5680205875207927
energyCooling,3,2,11,4.649025133459641
energyCooling,3,3,11,2.4992733335016646
energyCooling,3,4,11,2.0781524468549546
energyCooling,3,5,11,2.5305092868020513
energyCooling,4,0,11,2.099300946263481
energyCooling,4,1,11,2.782007725271772
energyCooling,4,2,11,2.0857570365422826
energyCooling,4,3,11,3.154241782486286
energyCooling,4,4,11,2.136029623321512
energyCooling,4,5,11,1.7549526385731917
energyCooling,0,0,12,2.3052132847278917
energyCooling,0,1,12,2.415187264512436
energyCooling,0,2,12,2.098573307898549
energyCooling,0,3,12,2.062882728000374
energyCooling,0,4,12,2.3703903649787925
energyCooling,0,5,12,2.3581566228092523
energyCooling,1,0,12,1.7864187354889698
energyCooling,1,1,12,1.9935126252134554
energyCooling,1,2,12,1.8384456108807163
energyCooling,1,3,12,2.5650602594379617
energyCooling,1,4,12,2.4049931829334996
energyCooling,1,5,12,1.8189899837135592
energyCooling,2,0,12,2.045616716867428
energyCooling,2,1,12,2.101702862884027
energyCooling,2,2,12,1.9400559046769494
energyCooling,2,3,12,1.7620202507712717
energyCooling,2,4,12,1.7204275768715767
energyCooling,2,5,12,1.930193665599803
energyCooling,3,0,12,2.255953591430635
energyCooling,3,1,12,1.9703227105142522
energyCooling,3,2,12,3.02435198722163
energyCooling,3,3,12,1.9634958342702344
energyCooling,3,4,12,2.247432707829604
energyCooling,3,5,12,2.547749252697875
energyCooling,4,0,12,2.6665041343597373
energyCooling,4,1,12,2.334952884739051
energyCooling,4,2,12,2.0827736058080526
energyCooling,4,3,12,2.142357625807279
energyCooling,4,4,12,2.4372987188922433
energyCooling,4,5,12,2.11029535173765
energyHeating,0,0,1,2.021948190286346
energyHeating,0,1,1,2.9224993031974984
energyHeating,0,2,1,3.0381610763869467
energyHeating,0,3,1,2.0679918403268847
energyHeating,0,4,1,3.9737542359452593
energyHeating,0,5,1,3.075285446402734
energyHeating,1,0,1,3.7593089190581876
energyHeating,1,1,1,2.4313365366835953
energyHeating,1,2,1,3.4574725763229672
energyHeating,1,3,1,3.5444852384778027
energyHeating,1,4,1,3.399187190479941
energyHeating,1,5,1,1.9257147370823529
energyHeating,2,0,1,1.2913085579403607
energyHeating,2,1,1,3.3912430774624687
energyHeating,2,2,1,2.8021507402256467
energyHeating,2,3,1,3.1934294839682162
energyHeating,2,4,1,2.767502780347782
energyHeating,2,5,1,2.7179263621329626
energyHeating,3,0,1,1.6357852462636073
energyHeating,3,1,1,2.9140761465788017
energyHeating,3,2,1,3.658915688343651
energyHeating,3,3,1,3.228287167159088
energyHeating,3,4,1,3.3752530686349167
energyHeating,3,5,1,2.9457789769073055
energyHeating,4,0,1,3.6408401488903688
energyHeating,4,1,1,3.4907935476458545
energyHeating,4,2,1,1.806328630776675
energyHeating,4,3,1,1.98498216936122
energyHeating,4,4,1,2.47971410389011
energyHeating,4,5,1,2.8358431298178743
energyHeating,0,0,2,3.7944297490585135
energyHeating,0,1,2,1.9964051419270834
energyHeating,0,2,2,1.3591838874283708
energyHeating,0,3,2,2.341014889227775
energyHeating,0,4,2,2.2084472483741067
energyHeating,0,5,2,2.9442502089097045
energyHeating,1,0,2,3.0716860252188667
energyHeating,1,1,2,1.5843181693850028
energyHeating,1,2,2,3.2635158985837087
energyHeating,1,3,2,1.6211088651306804
energyHeating,1,4,2,1.269004772237927
energyHeating,1,5,2,2.604272859367502
energyHeating,2,0,2,1.6716886676061475
energyHeating,2,1,2,2.9294422966839826
energyHeating,2,2,2,1.8838992904772025
energyHeating,2,3,2,1.8993018012661944
energyHeating,2,4,2,1.7100033529849645
energyHeating,2,5,2,1.9242189570384636
energyHeating,3,0,2,1.3887544969285415
energyHeating,3,1,2,2.6565660650137057
energyHeating,3,2,2,1.9161615078540604
energyHeating,3,3,2,1.9719592638486372
energyHeating,3,4,2,3.1745324062844604
energyHeating,3,5,2,1.251289813818212
energyHeating,4,0,2,2.03921197699981
energyHeating,4,1,2,2.3827178687210973
energyHeating,4,2,2,1.882144766212133
energyHeating,4,3,2,2.15184767948012
energyHeating,4,4,2,2.283020365781454
energyHeating,4,5,2,1.7510555664585277
energyHeating,0,0,3,2.9016120100368226
energyHeating,0,1,3,2.5084685817959818
energyHeating,0,2,3,3.3149613502382667
energyHeating,0,3,3,2.738424098445088
energyHeating,0,4,3,3.3540522165093187
energyHeating,0,5,3,1.5608152189888038
energyHeating,1,0,3,3.715846421796903
energyHeating,1,1,3,2.89295852303524
energyHeating,1,2,3,1.3245771459291336
energyHeating,1,3,3,2.3632440660576757
energyHeating,1,4,3,1.6016564609661195
energyHeating,1,5,3,3.3756575469113277
energyHeating,2,0,3,1.1196192764467259
energyHeating,2,1,3,2.0734050969583135
energyHeating,2,2,3,3.1724907610825785
energyHeating,2,3,3,2.451500186078313
energyHeating,2,4,3,2.9449150614326576
energyHeating,2,5,3,1.6276922428930214
energyHeating,3,0,3,1.722604440360155
energyHeating,3,1,3,1.361867070645059
energyHeating,3,2,3,1.7147957165845766
energyHeating,3,3,3,2.414845204149456
energyHeating,3,4,3,3.269850816623405
energyHeating,3,5,3,1.9801146019565123
energyHeating,4,0,3,2.1642727749931256
energyHeating,4,1,3,2.785184042794463
energyHeating,4,2,3,1.0341076904280824
energyHeating,4,3,3,2.6793782525313317
energyHeating,4,4,3,2.7406724200136567
energyHeating,4,5,3,3.261935866304273
energyHeating,0,0,4,2.473671845165795
energyHeating,0,1,4,1.4656922593550898
energyHeating,0,2,4,2.560055780345985
energyHeating,0,3,4,2.7862690598945257
energyHeating,0,4,4,1.7579515574071722
energyHeating,0,5,4,3.667704145012358
energyHeating,1,0,4,2.2112016375097068
energyHeating,1,1,4,2.263800744343505
energyHeating,1,2,4,1.9726005857488558
energyHeating,1,3,4,3.394784244529663
energyHeating,1,4,4,2.4918912863468634
energyHeating,1,5,4,2.811159554849548
energyHeating,2,0,4,2.5009777568552867
energyHeating,2,1,4,2.477326820076801
energyHeating,2,2,4,1.2811904840684978
energyHeating,2,3,4,2.378817840762561
energyHeating,2,4,4,2.648618616661281
energyHeating,2,5,4,1.4978662462944847
energyHeating,3,0,4,2.258748368719356
energyHeating,3,1,4,1.1398078158520524
energyHeating,3,2,4,1.5797275487574534
energyHeating,3,3,4,1.978649714083744
energyHeating,3,4,4,1.8671478327903306
energyHeating,3,5,4,1.7189660194870295
energyHeating,4,0,4,3.6012362786072454
energyHeating,4,1,4,3.0248022685020377
energyHeating,4,2,4,1.3270035824969673
energyHeating,4,3,4,0.8422779225934491
energyHeating,4,4,4,1.314248947631437
energyHeating,4,5,4,1.8960167216385446
energyHeating,0,0,5,2.043164336647167
energyHeating,0,1,5,2.7906151509842476
energyHeating,0,2,5,2.482041601678396
energyHeating,0,3,5,3.2170566773332605
energyHeating,0,4,5,1.863658420527243
energyHeating,0,5,5,3.22764039044783
energyHeating,1,0,5,2.873600563069446
energyHeating,1,1,5,1.6261629167796117
energyHeating,1,2,5,3.1175863373565917
energyHeating,1,3,5,1.1579981001992068
energyHeating,1,4,5,2.632294547808237
energyHeating,1,5,5,1.4516809815918623
energyHeating,2,0,5,1.137858597454546
energyHeating,2,1,5,2.078294776024827
energyHeating,2,2,5,1.661163590129606
energyHeating,2,3,5,2.339331715951076
energyHeating,2,4,5,1.4061354835833548
energyHeating,2,5,5,2.4313056038001384
energyHeating,3,0,5,2.874638557200763
energyHeating,3,1,5,1.664111797306249
energyHeating,3,2,5,1.2449389277001168
energyHeating,3,3,5,1.8293564724435702
energyHeating,3,4,5,1.381207140079299
energyHeating,3,5,5,1.4587854608338828
energyHeating,4,0,5,0.8667906587342744
energyHeating,4,1,5,2.5325341409076794
energyHeating,4,2,5,1.723858226873965
energyHeating,4,3,5,2.116299858963829
energyHeating,4,4,5,2.7821951770236795
energyHeating,4,5,5,1.1642443420160185
energyHeating,0,0,6,2.1789907043524774
energyHeating,0,1,6,1.643932969925971
energyHeating,0,2,6,2.365929914254726
energyHeating,0,3,6,2.6843659873258376
energyHeating,0,4,6,1.2171423256185292
energyHeating,0,5,6,2.1666189215600475
energyHeating,1,0,6,2.894756540154163
energyHeating,1,1,6,1.954895845590328
energyHeating,1,2,6,1.7298529346488
energyHeating,1,3,6,1.462545884184202
energyHeating,1,4,6,2.3215440244518533
energyHeating,1,5,6,1.7338589770048114
energyHeating,2,0,6,1.7688367651208188
energyHeating,2,1,6,1.620451423519039
energyHeating,2,2,6,1.708717877617874
energyHeating,2,3,6,1.5668491044919268
energyHeating,2,4,6,1.3355044047511055
energyHeating,2,5,6,2.414358207967595
energyHeating,3,0,6,2.0997688675285007
energyHeating,3,1,6,3.2549613626079132
energyHeating,3,2,6,0.9754282090222756
energyHeating,3,3,6,1.4625676228563051
energyHeating,3,4,6,1.4917105212176656
energyHeating,3,5,6,2.289444338261893
energyHeating,4,0,6,1.3107583309493909
energyHeating,4,1,6,2.288851934186983
energyHeating,4,2,6,2.089575221213498
energyHeating,4,3,6,1.5111528528615823
energyHeating,4,4,6,1.459830431921276
energyHeating,4,5,6,1.5946785805245418
energyHeating,0,0,7,2.5822835394058754
energyHeating,0,1,7,2.4771081191203552
energyHeating,0,2,7,2.8481715403517027
energyHeating,0,3,7,3.9441999089569664
energyHeating,0,4,7,3.5248978246370912
energyHeating,0,5,7,3.1925303715217006
energyHeating,1,0,7,2.521344752361393
energyHeating,1,1,7,3.329573495760379
energyHeating,1,2,7,2.345914150924523
energyHeating,1,3,7,2.527877088487858
energyHeating,1,4,7,3.5310243427911523
energyHeating,1,5,7,2.4238745057196858
energyHeating,2,0,7,3.35388444644406
energyHeating,2,1,7,2.0325461469339383
energyHeating,2,2,7,3.18009630655359
energyHeating,2,3,7,3.066800985011961
energyHeating,2,4,7,4.840973132802778
energyHeating,2,5,7,3.7937403155807496
energyHeating,3,0,7,3.4609469942739084
energyHeating,3,1,7,2.5815652850182755
energyHeating,3,2,7,3.4294541872332966
energyHeating,3,3,7,2.981431359635156
energyHeating,3,4,7,2.646375824426689
energyHeating,3,5,7,2.2069573123471335
energyHeating,4,0,7,4.0859588305431584
energyHeating,4,1,7,2.6417594219848386
energyHeating,4,2,7,4.144755192341685
energyHeating,4,3,7,2.0551878569223567
energyHeating,4,4,7,2.534788531791205
energyHeating,4,5,7,1.830156430995221
energyHeating,0,0,8,2.399649082533624
energyHeating,0,1,8,2.9736522144083484
energyHeating,0,2,8,5.038874824472565
energyHeating,0,3,8,3.390192880148815
energyHeating,0,4,8,1.7975582119966662
energyHeating,0,5,8,2.6750005322142845
energyHeating,1,0,8,2.764028922837258
energyHeating,1,1,8,2.346770113787134
energyHeating,1,2,8,5.9557117956788
energyHeating,1,3,8,1.7321029275887714
energyHeating,1,4,8,3.8090655709505374
energyHeating,1,5,8,1.9935036851439807
energyHeating,2,0,8,3.8991025124019107
energyHeating,2,1,8,2.589392613636427
energyHeating,2,2,8,3.362980395953574
energyHeating,2,3,8,2.781580164980939
energyHeating,2,4,8,2.511742949309225
energyHeating,2,5,8,2.9749266879447527
energyHeating,3,0,8,2.747815696499115
energyHeating,3,1,8,2.437495031571768
energyHeating,3,2,8,2.18592070963601
energyHeating,3,3,8,2.3005401817052427
energyHeating,3,4,8,3.4325692712332034
energyHeating,3,5,8,2.474506953475027
energyHeating,4,0,8,2.6406363890665006
energyHeating,4,1,8,1.6279296579840348
energyHeating,4,2,8,2.1580885756035166
energyHeating,4,3,8,4.065629750159518
energyHeating,4,4,8,2.8814324188526124
energyHeating,4,5,8,2.3478727098554732
energyHeating,0,0,9,2.7143864498778405
energyHeating,0,1,9,2.2168356489552257
energyHeating,0,2,9,3.410654355398122
energyHeating,0,3,9,2.0777533340355148
energyHeating,0,4,9,1.47674077729349
energyHeating,0,5,9,3.0635218948103855
energyHeating,1,0,9,2.3948702129610386
energyHeating,1,1,9,3.344880131819212
energyHeating,1,2,9,2.1046047900257676
energyHeating,1,3,9,3.838594658731645
energyHeating,1,4,9,2.0190562654156694
energyHeating,1,5,9,2.734479505381208
energyHeating,2,0,9,2.8728595554813436
energyHeating,2,1,9,1.9425819819543182
energyHeating,2,2,9,1.9913586460631465
energyHeating,2,3,9,3.088922356992952
energyHeating,2,4,9,1.7041510204078276
energyHeating,2,5,9,1.6833614292157446
energyHeating,3,0,9,4.089274739083529
energyHeating,3,1,9,2.299165223134058
energyHeating,3,2,9,2.1098209007450186
energyHeating,3,3,9,1.8946937106065065
energyHeating,3,4,9,3.2131581289795568
energyHeating,3,5,9,3.5826550280023097
energyHeating,4,0,9,2.7460246955745924
energyHeating,4,1,9,2.383033836227937
energyHeating,4,2,9,3.8798144805530077
energyHeating,4,3,9,2.5407402353390887
energyHeating,4,4,9,3.3337124526730633
energyHeating,4,5,9,1.8851277804377369
energyHeating,0,0,10,2.201183237008962
energyHeating,0,1,10,2.0150757826373162
energyHeating,0,2,10,3.0736534814103877
energyHeating,0,3,10,2.078209408195421
energyHeating,0,4,10,3.1305118291540843
energyHeating,0,5,10,3.0910679175265807
energyHeating,1,0,10,2.3206272857470207
energyHeating,1,1,10,2.3549828758030547
energyHeating,1,2,10,3.2291924510497383
energyHeating,1,3,10,4.650043172392154
energyHeating,1,4,10,2.274711687307919
energyHeating,1,5,10,2.798784570990648
energyHeating,2,0,10,2.1865008686847376
energyHeating,2,1,10,2.5049395908056407
energyHeating,2,2,10,2.2932886839202986
energyHeating,2,3,10,2.0213328510264015
energyHeating,2,4,10,1.7743254752117654
energyHeating,2,5,10,2.1807964864461677
energyHeating,3,0,10,2.3450208323300554
energyHeating,3,1,10,2.4312097301641127
energyHeating,3,2,10,1.6583465714225896
energyHeating,3,3,10,1.7210229716580205
energyHeating,3,4,10,3.0502935684537102
energyHeating,3,5,10,4.1350295350299655
energyHeating,4,0,10,1.5948547958923405
energyHeating,4,1,10,3.101556991785098
energyHeating,4,2,10,2.2957641308634273
energyHeating,4,3,10,3.269870323147585
energyHeating,4,4,10,1.396501390602864
energyHeating,4,5,10,2.4775842864867195
energyHeating,0,0,11,2.0048926088055015
energyHeating,0,1,11,2.4568990463821003
energyHeating,0,2,11,2.936255696189533
energyHeating,0,3,11,1.353449125619369
energyHeating,0,4,11,1.6776648152052132
energyHeating,0,5,11,2.4330225508014363
energyHeating,1,0,11,2.2603940109282634
energyHeating,1,1,11,5.0402014735224645
energyHeating,1,2,11,2.472780378543237
energyHeating,1,3,11,2.6506446725852886
energyHeating,1,4,11,3.5824645154551003
energyHeating,1,5,11,1.3880092825947565
energyHeating,2,0,11,1.1039475317581313
energyHeating,2,1,11,2.669933375656507
energyHeating,2,2,11,1.580720268745186
energyHeating,2,3,11,1.723587539949281
energyHeating,2,4,11,2.3659829944404183
energyHeating,2,5,11,2.2318699599575402
energyHeating,3,0,11,2.7140096965674854
energyHeating,3,1,11,2.4062292491678745
energyHeating,3,2,11,1.518220209372457
energyHeating,3,3,11,1.2139692071074493
energyHeating,3,4,11,2.480071967067376
energyHeating,3,5,11,1.423279419677787
energyHeating,4,0,11,1.4707513126724512
energyHeating,4,1,11,2.510379679935262
energyHeating,4,2,11,1.317825453254324
energyHeating,4,3,11,2.526317665836015
energyHeating,4,4,11,0.979580378291547
energyHeating,4,5,11,1.1476430338900176
energyHeating,0,0,12,1.885890278990659
energyHeating,0,1,12,1.9638430632792994
energyHeating,0,2,12,2.1790133309643087
energyHeating,0,3,12,2.4232012457988397
energyHeating,0,4,12,2.1156504136448366
energyHeating,0,5,12,2.2471842039176178
energyHeating,1,0,12,1.7726365979414047
energyHeating,1,1,12,2.0190758252129157
energyHeating,1,2,12,1.7580478739411727
energyHeating,1,3,12,2.5655280923379715
energyHeating,1,4,12,2.2247397041539974
energyHeating,1,5,12,1.9620042921581335
energyHeating,2,0,12,1.360101712498388
energyHeating,2,1,12,1.4638715353957659
energyHeating,2,2,12,1.8645542094898762
energyHeating,2,3,12,1.5803819427631705
energyHeating,2,4,12,3.331228179197166
